spend_id,date,channel,campaign_id,spend_amount
SPEND-000449,2025-03-06,Paid Search,CMP-0015,723.7
SPEND-000450,2025-03-06,Paid Search,CMP-0016,89.76
SPEND-000451,2025-03-06,Paid Social,CMP-0017,223.57
SPEND-000452,2025-03-06,Paid Social,CMP-0018,348.74
SPEND-000453,2025-03-06,Email,CMP-0019,99.19
SPEND-000454,2025-03-06,Affiliate,CMP-0020,228.19
SPEND-000455,2025-03-06,Display,CMP-0021,300.83
SPEND-000456,2025-03-07,Paid Search,CMP-0015,353.68
SPEND-000457,2025-03-07,Paid Search,CMP-0016,212.74
SPEND-000458,2025-03-07,Paid Social,CMP-0017,166.67
SPEND-000459,2025-03-07,Paid Social,CMP-0018,489.15
SPEND-000460,2025-03-07,Email,CMP-0019,92.6
SPEND-000461,2025-03-07,Affiliate,CMP-0020,216.84
SPEND-000462,2025-03-07,Display,CMP-0021,279.39
SPEND-000463,2025-03-08,Paid Search,CMP-0015,452.77
SPEND-000464,2025-03-08,Paid Search,CMP-0016,157.38
SPEND-000465,2025-03-08,Paid Social,CMP-0017,76.61
SPEND-000466,2025-03-08,Paid Social,CMP-0018,206.97
SPEND-000467,2025-03-08,Email,CMP-0019,74.67
SPEND-000468,2025-03-08,Affiliate,CMP-0020,269.93
SPEND-000469,2025-03-08,Display,CMP-0021,190.36
SPEND-000470,2025-03-09,Paid Search,CMP-0015,65.5
SPEND-000471,2025-03-09,Paid Search,CMP-0016,499.32
SPEND-000472,2025-03-09,Paid Social,CMP-0017,53.13
SPEND-000473,2025-03-09,Paid Social,CMP-0018,343.1
SPEND-000474,2025-03-09,Email,CMP-0019,81.21
SPEND-000475,2025-03-09,Affiliate,CMP-0020,257.48
SPEND-000476,2025-03-09,Display,CMP-0021,224.21
SPEND-000477,2025-03-10,Paid Search,CMP-0015,575.53
SPEND-000478,2025-03-10,Paid Search,CMP-0016,52.22
SPEND-000479,2025-03-10,Paid Social,CMP-0017,224.11
SPEND-000480,2025-03-10,Paid Social,CMP-0018,259.31
SPEND-000481,2025-03-10,Email,CMP-0019,113.68
SPEND-000482,2025-03-10,Affiliate,CMP-0020,220.49
SPEND-000483,2025-03-10,Display,CMP-0021,312.92
SPEND-000484,2025-03-11,Paid Search,CMP-0015,1.82
SPEND-000485,2025-03-11,Paid Search,CMP-0016,383.58
SPEND-000486,2025-03-11,Paid Social,CMP-0017,130.61
SPEND-000487,2025-03-11,Paid Social,CMP-0018,324.8
SPEND-000488,2025-03-11,Email,CMP-0019,128.1
SPEND-000489,2025-03-11,Affiliate,CMP-0020,196.32
SPEND-000490,2025-03-11,Display,CMP-0021,487.96
SPEND-000491,2025-03-12,Paid Search,CMP-0015,513.64
SPEND-000492,2025-03-12,Paid Search,CMP-0016,169.89
SPEND-000493,2025-03-12,Paid Social,CMP-0017,204.1
SPEND-000494,2025-03-12,Paid Social,CMP-0018,309.95
SPEND-000495,2025-03-12,Email,CMP-0019,83.85
SPEND-000496,2025-03-12,Affiliate,CMP-0020,245.38
SPEND-000497,2025-03-12,Display,CMP-0021,307.75
SPEND-000498,2025-03-13,Paid Search,CMP-0015,592.28
SPEND-000499,2025-03-13,Paid Search,CMP-0016,162.38
SPEND-000500,2025-03-13,Paid Social,CMP-0017,551.92
SPEND-000501,2025-03-13,Paid Social,CMP-0018,44.76
SPEND-000502,2025-03-13,Email,CMP-0019,95.36
SPEND-000503,2025-03-13,Affiliate,CMP-0020,234.01
SPEND-000504,2025-03-13,Display,CMP-0021,271.96
SPEND-000505,2025-03-14,Paid Search,CMP-0015,185.73
SPEND-000506,2025-03-14,Paid Search,CMP-0016,120.9
SPEND-000507,2025-03-14,Paid Social,CMP-0017,3.26
SPEND-000508,2025-03-14,Paid Social,CMP-0018,537.75
SPEND-000509,2025-03-14,Email,CMP-0019,97.58
SPEND-000510,2025-03-14,Affiliate,CMP-0020,208.56
SPEND-000511,2025-03-14,Display,CMP-0021,337.33
SPEND-000512,2025-03-15,Paid Search,CMP-0015,343.76
SPEND-000513,2025-03-15,Paid Search,CMP-0016,236.85
SPEND-000514,2025-03-15,Paid Social,CMP-0017,209.74
SPEND-000515,2025-03-15,Paid Social,CMP-0018,117.94
SPEND-000516,2025-03-15,Email,CMP-0019,76.57
SPEND-000517,2025-03-15,Affiliate,CMP-0020,102.99
SPEND-000518,2025-03-15,Display,CMP-0021,286.44
SPEND-000519,2025-03-16,Paid Search,CMP-0015,325.67
SPEND-000520,2025-03-16,Paid Search,CMP-0016,236.57
SPEND-000521,2025-03-16,Paid Social,CMP-0017,436.06
SPEND-000522,2025-03-16,Paid Social,CMP-0018,0.76
SPEND-000523,2025-03-16,Email,CMP-0019,91.69
SPEND-000524,2025-03-16,Affiliate,CMP-0020,219.34
SPEND-000525,2025-03-16,Display,CMP-0021,362.64
SPEND-000526,2025-03-17,Paid Search,CMP-0015,235.73
SPEND-000527,2025-03-17,Paid Search,CMP-0016,99.88
SPEND-000528,2025-03-17,Paid Social,CMP-0017,355.71
SPEND-000529,2025-03-17,Paid Social,CMP-0018,3.23
SPEND-000530,2025-03-17,Email,CMP-0019,67.05
SPEND-000531,2025-03-17,Affiliate,CMP-0020,212.26
SPEND-000532,2025-03-17,Display,CMP-0021,277.48
SPEND-000533,2025-03-18,Paid Search,CMP-0015,356.55
SPEND-000534,2025-03-18,Paid Search,CMP-0016,90.54
SPEND-000535,2025-03-18,Paid Social,CMP-0017,126.32
SPEND-000536,2025-03-18,Paid Social,CMP-0018,314.79
SPEND-000537,2025-03-18,Email,CMP-0019,80.8
SPEND-000538,2025-03-18,Affiliate,CMP-0020,232.34
SPEND-000539,2025-03-18,Display,CMP-0021,256.5
SPEND-000540,2025-03-19,Paid Search,CMP-0015,445.5
SPEND-000541,2025-03-19,Paid Search,CMP-0016,119.31
SPEND-000542,2025-03-19,Paid Social,CMP-0017,21.2
SPEND-000543,2025-03-19,Paid Social,CMP-0018,369.68
SPEND-000544,2025-03-19,Email,CMP-0019,110.13
SPEND-000545,2025-03-19,Affiliate,CMP-0020,250.44
SPEND-000546,2025-03-19,Display,CMP-0021,401.78
SPEND-000547,2025-03-20,Paid Search,CMP-0015,129.01
SPEND-000548,2025-03-20,Paid Search,CMP-0016,406.94
SPEND-000549,2025-03-20,Paid Social,CMP-0017,125.74
SPEND-000550,2025-03-20,Paid Social,CMP-0018,305.19
SPEND-000551,2025-03-20,Email,CMP-0019,94.23
SPEND-000552,2025-03-20,Affiliate,CMP-0020,284.16
SPEND-000553,2025-03-20,Display,CMP-0021,436.36
SPEND-000554,2025-03-21,Paid Search,CMP-0015,666.43
SPEND-000555,2025-03-21,Paid Search,CMP-0016,1.55
SPEND-000556,2025-03-21,Paid Social,CMP-0017,293.87
SPEND-000557,2025-03-21,Paid Social,CMP-0018,249.24
SPEND-000558,2025-03-21,Email,CMP-0019,117.45
SPEND-000559,2025-03-21,Affiliate,CMP-0020,378.39
SPEND-000560,2025-03-21,Display,CMP-0021,333.22
SPEND-000561,2025-03-22,Paid Search,CMP-0015,337.29
SPEND-000562,2025-03-22,Paid Search,CMP-0016,68.92
SPEND-000563,2025-03-22,Paid Social,CMP-0017,7.94
SPEND-000564,2025-03-22,Paid Social,CMP-0018,261.9
SPEND-000565,2025-03-22,Email,CMP-0019,59.77
SPEND-000566,2025-03-22,Affiliate,CMP-0020,203.86
SPEND-000567,2025-03-22,Display,CMP-0021,222.79
SPEND-000568,2025-03-23,Paid Search,CMP-0015,36.66
SPEND-000569,2025-03-23,Paid Search,CMP-0016,483.13
SPEND-000570,2025-03-23,Paid Social,CMP-0017,192.98
SPEND-000571,2025-03-23,Paid Social,CMP-0018,157.32
SPEND-000572,2025-03-23,Email,CMP-0019,55.22
SPEND-000573,2025-03-23,Affiliate,CMP-0020,246.07
SPEND-000574,2025-03-23,Display,CMP-0021,199.29
SPEND-000575,2025-03-24,Paid Search,CMP-0015,80.77
SPEND-000576,2025-03-24,Paid Search,CMP-0016,567.37
SPEND-000577,2025-03-24,Paid Social,CMP-0017,227.99
SPEND-000578,2025-03-24,Paid Social,CMP-0018,268.87
SPEND-000579,2025-03-24,Email,CMP-0019,129.97
SPEND-000580,2025-03-24,Affiliate,CMP-0020,284.62
SPEND-000581,2025-03-24,Display,CMP-0021,369.69
SPEND-000582,2025-03-25,Paid Search,CMP-0015,252.72
SPEND-000583,2025-03-25,Paid Search,CMP-0016,439.76
SPEND-000584,2025-03-25,Paid Social,CMP-0017,86.96
SPEND-000585,2025-03-25,Paid Social,CMP-0018,363.31
SPEND-000586,2025-03-25,Email,CMP-0019,75.95
SPEND-000587,2025-03-25,Affiliate,CMP-0020,261.22
SPEND-000588,2025-03-25,Display,CMP-0021,292.49
SPEND-000589,2025-03-26,Paid Search,CMP-0015,615.47
SPEND-000590,2025-03-26,Paid Search,CMP-0016,177.2
SPEND-000591,2025-03-26,Paid Social,CMP-0017,249.38
SPEND-000592,2025-03-26,Paid Social,CMP-0018,247.88
SPEND-000593,2025-03-26,Email,CMP-0019,96.92
SPEND-000594,2025-03-26,Affiliate,CMP-0020,315.6
SPEND-000595,2025-03-26,Display,CMP-0021,300.8
SPEND-000596,2025-03-27,Paid Search,CMP-0015,359.54
SPEND-000597,2025-03-27,Paid Search,CMP-0016,59.43
SPEND-000598,2025-03-27,Paid Social,CMP-0017,12.04
SPEND-000599,2025-03-27,Paid Social,CMP-0018,594.52
SPEND-000600,2025-03-27,Email,CMP-0019,83.14
SPEND-000601,2025-03-27,Affiliate,CMP-0020,191.74
SPEND-000602,2025-03-27,Display,CMP-0021,479.14
SPEND-000603,2025-03-28,Paid Search,CMP-0015,17.38
SPEND-000604,2025-03-28,Paid Search,CMP-0016,609.41
SPEND-000605,2025-03-28,Paid Social,CMP-0017,60.14
SPEND-000606,2025-03-28,Paid Social,CMP-0018,283.96
SPEND-000607,2025-03-28,Email,CMP-0019,106.01
SPEND-000608,2025-03-28,Affiliate,CMP-0020,273.11
SPEND-000609,2025-03-28,Display,CMP-0021,493.59
SPEND-000610,2025-03-29,Paid Search,CMP-0015,224.6
SPEND-000611,2025-03-29,Paid Search,CMP-0016,200.39
SPEND-000612,2025-03-29,Paid Social,CMP-0017,15.21
SPEND-000613,2025-03-29,Paid Social,CMP-0018,179.4
SPEND-000614,2025-03-29,Email,CMP-0019,63.75
SPEND-000615,2025-03-29,Affiliate,CMP-0020,209.27
SPEND-000616,2025-03-29,Display,CMP-0021,267.26
SPEND-000617,2025-03-30,Paid Search,CMP-0015,355.33
SPEND-000618,2025-03-30,Paid Search,CMP-0016,55.16
SPEND-000619,2025-03-30,Paid Social,CMP-0017,420.25
SPEND-000620,2025-03-30,Paid Social,CMP-0018,4.65
SPEND-000621,2025-03-30,Email,CMP-0019,86.1
SPEND-000622,2025-03-30,Affiliate,CMP-0020,247.89
SPEND-000623,2025-03-30,Display,CMP-0021,203.85
SPEND-000624,2025-03-31,Paid Search,CMP-0015,522.02
SPEND-000625,2025-03-31,Paid Search,CMP-0016,32.33
SPEND-000626,2025-03-31,Paid Social,CMP-0017,208.24
SPEND-000627,2025-03-31,Paid Social,CMP-0018,386.93
SPEND-000628,2025-03-31,Email,CMP-0019,94.84
SPEND-000629,2025-03-31,Affiliate,CMP-0020,191.28
SPEND-000630,2025-03-31,Display,CMP-0021,287.2
SPEND-000631,2025-04-01,Paid Search,CMP-0022,249.78
SPEND-000632,2025-04-01,Paid Search,CMP-0023,266.59
SPEND-000633,2025-04-01,Paid Social,CMP-0024,352.04
SPEND-000634,2025-04-01,Paid Social,CMP-0025,224.66
SPEND-000635,2025-04-01,Email,CMP-0026,102.6
SPEND-000636,2025-04-01,Affiliate,CMP-0027,292.5
SPEND-000637,2025-04-01,Display,CMP-0028,445.63
SPEND-000638,2025-04-02,Paid Search,CMP-0022,566.33
SPEND-000639,2025-04-02,Paid Search,CMP-0023,0.82
SPEND-000640,2025-04-02,Paid Social,CMP-0024,23.89
SPEND-000641,2025-04-02,Paid Social,CMP-0025,350.19
SPEND-000642,2025-04-02,Email,CMP-0026,81.47
SPEND-000643,2025-04-02,Affiliate,CMP-0027,314.34
SPEND-000644,2025-04-02,Display,CMP-0028,336.21
SPEND-000645,2025-04-03,Paid Search,CMP-0022,555.69
SPEND-000646,2025-04-03,Paid Search,CMP-0023,27.39
SPEND-000647,2025-04-03,Paid Social,CMP-0024,302.71
SPEND-000648,2025-04-03,Paid Social,CMP-0025,6.56
SPEND-000649,2025-04-03,Email,CMP-0026,87.08
SPEND-000650,2025-04-03,Affiliate,CMP-0027,327.86
SPEND-000651,2025-04-03,Display,CMP-0028,387.54
SPEND-000652,2025-04-04,Paid Search,CMP-0022,236.55
SPEND-000653,2025-04-04,Paid Search,CMP-0023,362.71
SPEND-000654,2025-04-04,Paid Social,CMP-0024,29.69
SPEND-000655,2025-04-04,Paid Social,CMP-0025,301.68
SPEND-000656,2025-04-04,Email,CMP-0026,66.58
SPEND-000657,2025-04-04,Affiliate,CMP-0027,213.57
SPEND-000658,2025-04-04,Display,CMP-0028,297.54
SPEND-000659,2025-04-05,Paid Search,CMP-0022,381.71
SPEND-000660,2025-04-05,Paid Search,CMP-0023,119.28
SPEND-000661,2025-04-05,Paid Social,CMP-0024,294.28
SPEND-000662,2025-04-05,Paid Social,CMP-0025,20.22
SPEND-000663,2025-04-05,Email,CMP-0026,71.88
SPEND-000664,2025-04-05,Affiliate,CMP-0027,125.69
SPEND-000665,2025-04-05,Display,CMP-0028,347.82
SPEND-000666,2025-04-06,Paid Search,CMP-0022,283.96
SPEND-000667,2025-04-06,Paid Search,CMP-0023,125.91
SPEND-000668,2025-04-06,Paid Social,CMP-0024,88.22
SPEND-000669,2025-04-06,Paid Social,CMP-0025,206.16
SPEND-000670,2025-04-06,Email,CMP-0026,57.2
SPEND-000671,2025-04-06,Affiliate,CMP-0027,162.23
SPEND-000672,2025-04-06,Display,CMP-0028,174.0
SPEND-000673,2025-04-07,Paid Search,CMP-0022,437.6
SPEND-000674,2025-04-07,Paid Search,CMP-0023,8.33
SPEND-000675,2025-04-07,Paid Social,CMP-0024,571.45
SPEND-000676,2025-04-07,Paid Social,CMP-0025,9.69
SPEND-000677,2025-04-07,Email,CMP-0026,94.96
SPEND-000678,2025-04-07,Affiliate,CMP-0027,310.54
SPEND-000679,2025-04-07,Display,CMP-0028,408.33
SPEND-000680,2025-04-08,Paid Search,CMP-0022,439.97
SPEND-000681,2025-04-08,Paid Search,CMP-0023,47.34
SPEND-000682,2025-04-08,Paid Social,CMP-0024,189.96
SPEND-000683,2025-04-08,Paid Social,CMP-0025,129.38
SPEND-000684,2025-04-08,Email,CMP-0026,75.26
SPEND-000685,2025-04-08,Affiliate,CMP-0027,239.28
SPEND-000686,2025-04-08,Display,CMP-0028,293.25
SPEND-000687,2025-04-09,Paid Search,CMP-0022,436.01
SPEND-000688,2025-04-09,Paid Search,CMP-0023,432.94
SPEND-000689,2025-04-09,Paid Social,CMP-0024,348.08
SPEND-000690,2025-04-09,Paid Social,CMP-0025,262.23
SPEND-000691,2025-04-09,Email,CMP-0026,69.46
SPEND-000692,2025-04-09,Affiliate,CMP-0027,207.97
SPEND-000693,2025-04-09,Display,CMP-0028,363.12
SPEND-000694,2025-04-10,Paid Search,CMP-0022,227.83
SPEND-000695,2025-04-10,Paid Search,CMP-0023,377.19
SPEND-000696,2025-04-10,Paid Social,CMP-0024,384.13
SPEND-000697,2025-04-10,Paid Social,CMP-0025,239.82
SPEND-000698,2025-04-10,Email,CMP-0026,138.23
SPEND-000699,2025-04-10,Affiliate,CMP-0027,167.41
SPEND-000700,2025-04-10,Display,CMP-0028,306.65
SPEND-000701,2025-04-11,Paid Search,CMP-0022,157.3
SPEND-000702,2025-04-11,Paid Search,CMP-0023,266.68
SPEND-000703,2025-04-11,Paid Social,CMP-0024,274.66
SPEND-000704,2025-04-11,Paid Social,CMP-0025,414.65
SPEND-000705,2025-04-11,Email,CMP-0026,92.54
SPEND-000706,2025-04-11,Affiliate,CMP-0027,213.67
SPEND-000707,2025-04-11,Display,CMP-0028,414.1
SPEND-000708,2025-04-12,Paid Search,CMP-0022,124.59
SPEND-000709,2025-04-12,Paid Search,CMP-0023,410.03
SPEND-000710,2025-04-12,Paid Social,CMP-0024,166.52
SPEND-000711,2025-04-12,Paid Social,CMP-0025,92.3
SPEND-000712,2025-04-12,Email,CMP-0026,86.59
SPEND-000713,2025-04-12,Affiliate,CMP-0027,222.0
SPEND-000714,2025-04-12,Display,CMP-0028,270.29
SPEND-000715,2025-04-13,Paid Search,CMP-0022,333.9
SPEND-000716,2025-04-13,Paid Search,CMP-0023,163.71
SPEND-000717,2025-04-13,Paid Social,CMP-0024,354.64
SPEND-000718,2025-04-13,Paid Social,CMP-0025,47.53
SPEND-000719,2025-04-13,Email,CMP-0026,53.05
SPEND-000720,2025-04-13,Affiliate,CMP-0027,152.13
SPEND-000721,2025-04-13,Display,CMP-0028,278.34
SPEND-000722,2025-04-14,Paid Search,CMP-0022,463.43
SPEND-000723,2025-04-14,Paid Search,CMP-0023,66.85
SPEND-000724,2025-04-14,Paid Social,CMP-0024,323.45
SPEND-000725,2025-04-14,Paid Social,CMP-0025,117.73
SPEND-000726,2025-04-14,Email,CMP-0026,80.73
SPEND-000727,2025-04-14,Affiliate,CMP-0027,250.41
SPEND-000728,2025-04-14,Display,CMP-0028,180.54
SPEND-000729,2025-04-15,Paid Search,CMP-0022,327.42
SPEND-000730,2025-04-15,Paid Search,CMP-0023,150.66
SPEND-000731,2025-04-15,Paid Social,CMP-0024,448.15
SPEND-000732,2025-04-15,Paid Social,CMP-0025,229.97
SPEND-000733,2025-04-15,Email,CMP-0026,91.28
SPEND-000734,2025-04-15,Affiliate,CMP-0027,274.84
SPEND-000735,2025-04-15,Display,CMP-0028,344.89
SPEND-000736,2025-04-16,Paid Search,CMP-0022,4.47
SPEND-000737,2025-04-16,Paid Search,CMP-0023,548.76
SPEND-000738,2025-04-16,Paid Social,CMP-0024,447.69
SPEND-000739,2025-04-16,Paid Social,CMP-0025,93.6
SPEND-000740,2025-04-16,Email,CMP-0026,93.07
SPEND-000741,2025-04-16,Affiliate,CMP-0027,225.2
SPEND-000742,2025-04-16,Display,CMP-0028,483.9
SPEND-000743,2025-04-17,Paid Search,CMP-0022,48.88
SPEND-000744,2025-04-17,Paid Search,CMP-0023,555.75
SPEND-000745,2025-04-17,Paid Social,CMP-0024,551.38
SPEND-000746,2025-04-17,Paid Social,CMP-0025,52.39
SPEND-000747,2025-04-17,Email,CMP-0026,107.64
SPEND-000748,2025-04-17,Affiliate,CMP-0027,211.06
SPEND-000749,2025-04-17,Display,CMP-0028,305.32
SPEND-000750,2025-04-18,Paid Search,CMP-0022,251.23
SPEND-000751,2025-04-18,Paid Search,CMP-0023,129.48
SPEND-000752,2025-04-18,Paid Social,CMP-0024,468.24
SPEND-000753,2025-04-18,Paid Social,CMP-0025,14.15
SPEND-000754,2025-04-18,Email,CMP-0026,92.23
SPEND-000755,2025-04-18,Affiliate,CMP-0027,315.54
SPEND-000756,2025-04-18,Display,CMP-0028,312.08
SPEND-000757,2025-04-19,Paid Search,CMP-0022,21.72
SPEND-000758,2025-04-19,Paid Search,CMP-0023,349.02
SPEND-000759,2025-04-19,Paid Social,CMP-0024,102.61
SPEND-000760,2025-04-19,Paid Social,CMP-0025,223.86
SPEND-000761,2025-04-19,Email,CMP-0026,96.84
SPEND-000762,2025-04-19,Affiliate,CMP-0027,279.65
SPEND-000763,2025-04-19,Display,CMP-0028,285.47
SPEND-000764,2025-04-20,Paid Search,CMP-0022,179.88
SPEND-000765,2025-04-20,Paid Search,CMP-0023,342.44
SPEND-000766,2025-04-20,Paid Social,CMP-0024,247.23
SPEND-000767,2025-04-20,Paid Social,CMP-0025,134.92
SPEND-000768,2025-04-20,Email,CMP-0026,92.32
SPEND-000769,2025-04-20,Affiliate,CMP-0027,249.11
SPEND-000770,2025-04-20,Display,CMP-0028,380.34
SPEND-000771,2025-04-21,Paid Search,CMP-0022,54.51
SPEND-000772,2025-04-21,Paid Search,CMP-0023,425.01
SPEND-000773,2025-04-21,Paid Social,CMP-0024,437.13
SPEND-000774,2025-04-21,Paid Social,CMP-0025,8.4
SPEND-000775,2025-04-21,Email,CMP-0026,67.95
SPEND-000776,2025-04-21,Affiliate,CMP-0027,244.48
SPEND-000777,2025-04-21,Display,CMP-0028,279.61
SPEND-000778,2025-04-22,Paid Search,CMP-0022,116.18
SPEND-000779,2025-04-22,Paid Search,CMP-0023,369.88
SPEND-000780,2025-04-22,Paid Social,CMP-0024,125.67
SPEND-000781,2025-04-22,Paid Social,CMP-0025,386.01
SPEND-000782,2025-04-22,Email,CMP-0026,119.82
SPEND-000783,2025-04-22,Affiliate,CMP-0027,205.21
SPEND-000784,2025-04-22,Display,CMP-0028,420.53
SPEND-000785,2025-04-23,Paid Search,CMP-0022,301.19
SPEND-000786,2025-04-23,Paid Search,CMP-0023,192.8
SPEND-000787,2025-04-23,Paid Social,CMP-0024,287.85
SPEND-000788,2025-04-23,Paid Social,CMP-0025,70.79
SPEND-000789,2025-04-23,Email,CMP-0026,102.46
SPEND-000790,2025-04-23,Affiliate,CMP-0027,210.86
SPEND-000791,2025-04-23,Display,CMP-0028,384.76
SPEND-000792,2025-04-24,Paid Search,CMP-0022,211.3
SPEND-000793,2025-04-24,Paid Search,CMP-0023,307.3
SPEND-000794,2025-04-24,Paid Social,CMP-0024,478.11
SPEND-000795,2025-04-24,Paid Social,CMP-0025,153.26
SPEND-000796,2025-04-24,Email,CMP-0026,96.47
SPEND-000797,2025-04-24,Affiliate,CMP-0027,212.44
SPEND-000798,2025-04-24,Display,CMP-0028,320.98
SPEND-000799,2025-04-25,Paid Search,CMP-0022,648.68
SPEND-000800,2025-04-25,Paid Search,CMP-0023,192.57
SPEND-000801,2025-04-25,Paid Social,CMP-0024,76.12
SPEND-000802,2025-04-25,Paid Social,CMP-0025,302.44
SPEND-000803,2025-04-25,Email,CMP-0026,97.78
SPEND-000804,2025-04-25,Affiliate,CMP-0027,265.56
SPEND-000805,2025-04-25,Display,CMP-0028,345.9
SPEND-000806,2025-04-26,Paid Search,CMP-0022,193.17
SPEND-000807,2025-04-26,Paid Search,CMP-0023,293.86
SPEND-000808,2025-04-26,Paid Social,CMP-0024,252.34
SPEND-000809,2025-04-26,Paid Social,CMP-0025,101.29
SPEND-000810,2025-04-26,Email,CMP-0026,70.67
SPEND-000811,2025-04-26,Affiliate,CMP-0027,138.87
SPEND-000812,2025-04-26,Display,CMP-0028,294.69
SPEND-000813,2025-04-27,Paid Search,CMP-0022,61.09
SPEND-000814,2025-04-27,Paid Search,CMP-0023,390.01
SPEND-000815,2025-04-27,Paid Social,CMP-0024,216.48
SPEND-000816,2025-04-27,Paid Social,CMP-0025,114.14
SPEND-000817,2025-04-27,Email,CMP-0026,84.49
SPEND-000818,2025-04-27,Affiliate,CMP-0027,140.15
SPEND-000819,2025-04-27,Display,CMP-0028,94.37
SPEND-000820,2025-04-28,Paid Search,CMP-0022,482.66
SPEND-000821,2025-04-28,Paid Search,CMP-0023,201.71
SPEND-000822,2025-04-28,Paid Social,CMP-0024,418.4
SPEND-000823,2025-04-28,Paid Social,CMP-0025,43.86
SPEND-000824,2025-04-28,Email,CMP-0026,103.62
SPEND-000825,2025-04-28,Affiliate,CMP-0027,257.28
SPEND-000826,2025-04-28,Display,CMP-0028,392.95
SPEND-000827,2025-04-29,Paid Search,CMP-0022,656.2
SPEND-000828,2025-04-29,Paid Search,CMP-0023,124.57
SPEND-000829,2025-04-29,Paid Social,CMP-0024,396.7
SPEND-000830,2025-04-29,Paid Social,CMP-0025,103.92
SPEND-000831,2025-04-29,Email,CMP-0026,124.44
SPEND-000832,2025-04-29,Affiliate,CMP-0027,328.23
SPEND-000833,2025-04-29,Display,CMP-0028,250.66
SPEND-000834,2025-04-30,Paid Search,CMP-0022,194.32
SPEND-000835,2025-04-30,Paid Search,CMP-0023,538.1
SPEND-000836,2025-04-30,Paid Social,CMP-0024,183.31
SPEND-000837,2025-04-30,Paid Social,CMP-0025,223.03
SPEND-000838,2025-04-30,Email,CMP-0026,51.71
SPEND-000839,2025-04-30,Affiliate,CMP-0027,298.26
SPEND-000840,2025-04-30,Display,CMP-0028,344.73
SPEND-000841,2025-05-01,Paid Search,CMP-0029,417.57
SPEND-000842,2025-05-01,Paid Search,CMP-0030,42.41
SPEND-000843,2025-05-01,Paid Social,CMP-0031,210.27
SPEND-000844,2025-05-01,Paid Social,CMP-0032,100.2
SPEND-000845,2025-05-01,Email,CMP-0033,77.09
SPEND-000846,2025-05-01,Affiliate,CMP-0034,208.96
SPEND-000847,2025-05-01,Display,CMP-0035,330.81
SPEND-000848,2025-05-02,Paid Search,CMP-0029,520.45
SPEND-000849,2025-05-02,Paid Search,CMP-0030,78.39
SPEND-000850,2025-05-02,Paid Social,CMP-0031,269.14
SPEND-000851,2025-05-02,Paid Social,CMP-0032,226.7
SPEND-000852,2025-05-02,Email,CMP-0033,111.59
SPEND-000853,2025-05-02,Affiliate,CMP-0034,235.66
SPEND-000854,2025-05-02,Display,CMP-0035,335.79
SPEND-000855,2025-05-03,Paid Search,CMP-0029,403.2
SPEND-000856,2025-05-03,Paid Search,CMP-0030,158.09
SPEND-000857,2025-05-03,Paid Social,CMP-0031,190.59
SPEND-000858,2025-05-03,Paid Social,CMP-0032,157.86
SPEND-000859,2025-05-03,Email,CMP-0033,37.81
SPEND-000860,2025-05-03,Affiliate,CMP-0034,206.01
SPEND-000861,2025-05-03,Display,CMP-0035,248.44
SPEND-000862,2025-05-04,Paid Search,CMP-0029,44.62
SPEND-000863,2025-05-04,Paid Search,CMP-0030,263.43
SPEND-000864,2025-05-04,Paid Social,CMP-0031,74.61
SPEND-000865,2025-05-04,Paid Social,CMP-0032,214.66
SPEND-000866,2025-05-04,Email,CMP-0033,65.49
SPEND-000867,2025-05-04,Affiliate,CMP-0034,304.95
SPEND-000868,2025-05-04,Display,CMP-0035,194.23
SPEND-000869,2025-05-05,Paid Search,CMP-0029,481.96
SPEND-000870,2025-05-05,Paid Search,CMP-0030,93.26
SPEND-000871,2025-05-05,Paid Social,CMP-0031,155.95
SPEND-000872,2025-05-05,Paid Social,CMP-0032,307.31
SPEND-000873,2025-05-05,Email,CMP-0033,106.92
SPEND-000874,2025-05-05,Affiliate,CMP-0034,334.05
SPEND-000875,2025-05-05,Display,CMP-0035,324.35
SPEND-000876,2025-05-06,Paid Search,CMP-0029,203.36
SPEND-000877,2025-05-06,Paid Search,CMP-0030,68.45
SPEND-000878,2025-05-06,Paid Social,CMP-0031,3.68
SPEND-000879,2025-05-06,Paid Social,CMP-0032,560.85
SPEND-000880,2025-05-06,Email,CMP-0033,89.49
SPEND-000881,2025-05-06,Affiliate,CMP-0034,237.26
SPEND-000882,2025-05-06,Display,CMP-0035,391.3
SPEND-000883,2025-05-07,Paid Search,CMP-0029,358.01
SPEND-000884,2025-05-07,Paid Search,CMP-0030,232.35
SPEND-000885,2025-05-07,Paid Social,CMP-0031,91.84
SPEND-000886,2025-05-07,Paid Social,CMP-0032,389.92
SPEND-000887,2025-05-07,Email,CMP-0033,92.2
SPEND-000888,2025-05-07,Affiliate,CMP-0034,202.75
SPEND-000889,2025-05-07,Display,CMP-0035,262.21
SPEND-000890,2025-05-08,Paid Search,CMP-0029,453.43
SPEND-000891,2025-05-08,Paid Search,CMP-0030,180.99
SPEND-000892,2025-05-08,Paid Social,CMP-0031,206.96
SPEND-000893,2025-05-08,Paid Social,CMP-0032,299.05
SPEND-000894,2025-05-08,Email,CMP-0033,91.18
SPEND-000895,2025-05-08,Affiliate,CMP-0034,285.52
SPEND-000896,2025-05-08,Display,CMP-0035,393.9
