customer_id,signup_date,region,acquisition_channel,segment
CUST-01026,2025-01-21,Northeast,Paid Social,Returning
CUST-01027,2025-01-29,South,Organic/Direct,New
CUST-01028,2025-04-13,Northeast,Paid Social,Returning
CUST-01029,2025-07-26,South,Paid Social,Returning
CUST-01030,2025-05-02,West,Paid Social,Returning
CUST-01031,2025-06-27,Midwest,Paid Search,Returning
CUST-01032,2025-03-05,West,Organic/Direct,New
CUST-01033,2025-09-24,Northeast,Paid Social,New
CUST-01034,2025-04-25,Northeast,Affiliate,Returning
CUST-01035,2025-01-25,South,Paid Social,New
CUST-01036,2025-09-29,South,Organic/Direct,New
CUST-01037,2025-11-26,West,Affiliate,New
CUST-01038,2025-01-06,Northeast,Email,New
CUST-01039,2025-06-09,South,Paid Search,Returning
CUST-01040,2025-10-29,Midwest,Organic/Direct,Returning
CUST-01041,2025-09-15,Midwest,Email,Returning
CUST-01042,2025-11-09,Northeast,Paid Social,New
CUST-01043,2025-06-01,West,Organic/Direct,New
CUST-01044,2025-05-16,Northeast,Paid Search,Returning
CUST-01045,2025-09-16,West,Paid Social,New
CUST-01046,2025-02-26,South,Email,Returning
CUST-01047,2025-03-29,South,Paid Social,Returning
CUST-01048,2025-08-08,South,Email,New
CUST-01049,2025-09-01,West,Paid Social,New
CUST-01050,2025-02-13,Northeast,Paid Search,Returning
CUST-01051,2025-07-05,Northeast,Paid Search,New
CUST-01052,2025-05-14,South,Paid Search,Returning
CUST-01053,2025-07-03,Midwest,Organic/Direct,Returning
CUST-01054,2025-12-16,Northeast,Affiliate,New
CUST-01055,2025-01-28,Northeast,Email,Returning
CUST-01056,2025-12-30,Midwest,Paid Social,New
CUST-01057,2025-06-14,Northeast,Display,New
CUST-01058,2025-10-09,Northeast,Paid Search,VIP
CUST-01059,2025-06-04,West,Paid Social,Returning
CUST-01060,2025-04-24,Midwest,Affiliate,Returning
CUST-01061,2025-10-09,West,Email,Returning
CUST-01062,2025-09-08,West,Display,New
CUST-01063,2025-02-22,Northeast,Organic/Direct,New
CUST-01064,2025-09-15,South,Organic/Direct,New
CUST-01065,2025-10-02,South,Paid Search,New
CUST-01066,2025-05-22,South,Paid Search,New
CUST-01067,2025-12-04,Northeast,Paid Search,New
CUST-01068,2025-08-22,Northeast,Display,Returning
CUST-01069,2025-05-02,Northeast,Organic/Direct,New
CUST-01070,2025-01-04,South,Organic/Direct,Returning
CUST-01071,2025-09-04,West,Paid Social,Returning
CUST-01072,2025-03-18,South,Organic/Direct,VIP
CUST-01073,2025-10-04,South,Email,New
CUST-01074,2025-07-11,West,Organic/Direct,VIP
CUST-01075,2025-06-20,South,Email,Returning
CUST-01076,2025-03-01,Northeast,Paid Search,New
CUST-01077,2025-09-17,West,Paid Search,New
CUST-01078,2025-03-02,Midwest,Organic/Direct,New
CUST-01079,2025-06-02,Northeast,Paid Social,Returning
CUST-01080,2025-11-02,Midwest,Paid Social,Returning
CUST-01081,2025-12-02,West,Paid Social,New
CUST-01082,2025-12-28,Northeast,Paid Social,Returning
CUST-01083,2025-12-16,Midwest,Organic/Direct,New
CUST-01084,2025-07-22,Northeast,Paid Search,New
CUST-01085,2025-03-15,Northeast,Paid Search,Returning
CUST-01086,2025-11-03,Northeast,Display,VIP
CUST-01087,2025-10-20,South,Email,Returning
CUST-01088,2025-12-28,West,Paid Search,New
CUST-01089,2025-08-26,Northeast,Paid Search,New
CUST-01090,2025-02-21,Midwest,Paid Search,New
CUST-01091,2025-07-03,Northeast,Paid Social,New
CUST-01092,2025-06-13,Northeast,Paid Search,New
CUST-01093,2025-11-04,South,Paid Search,VIP
CUST-01094,2025-05-24,South,Display,Returning
CUST-01095,2025-04-30,South,Organic/Direct,New
CUST-01096,2025-01-30,Midwest,Organic/Direct,New
CUST-01097,2025-11-01,South,Paid Social,New
CUST-01098,2025-10-03,Northeast,Paid Social,New
CUST-01099,2025-01-16,Northeast,Organic/Direct,Returning
CUST-01100,2025-06-08,West,Display,New
CUST-01101,2025-06-25,South,Email,Returning
CUST-01102,2025-06-21,West,Paid Social,New
CUST-01103,2025-12-02,West,Paid Social,New
CUST-01104,2025-02-24,South,Email,VIP
CUST-01105,2025-04-22,West,Email,New
CUST-01106,2025-03-08,Midwest,Paid Search,New
CUST-01107,2025-03-31,Northeast,Organic/Direct,Returning
CUST-01108,2025-11-28,Northeast,Affiliate,New
CUST-01109,2025-12-10,Northeast,Affiliate,New
CUST-01110,2025-01-17,Northeast,Paid Search,New
CUST-01111,2025-08-19,Midwest,Display,New
CUST-01112,2025-03-26,South,Display,New
CUST-01113,2025-03-12,South,Paid Search,New
CUST-01114,2025-04-17,South,Affiliate,Returning
CUST-01115,2025-03-12,Northeast,Affiliate,Returning
CUST-01116,2025-06-28,South,Organic/Direct,New
CUST-01117,2025-12-30,Midwest,Paid Search,New
CUST-01118,2025-08-03,Northeast,Organic/Direct,New
CUST-01119,2025-09-21,Midwest,Email,New
CUST-01120,2025-06-30,Midwest,Paid Search,New
CUST-01121,2025-01-06,Midwest,Paid Search,Returning
CUST-01122,2025-01-31,West,Paid Search,New
CUST-01123,2025-04-09,South,Paid Social,New
CUST-01124,2025-03-30,South,Email,Returning
CUST-01125,2025-11-03,Northeast,Display,Returning
CUST-01126,2025-11-04,West,Paid Search,New
CUST-01127,2025-11-08,South,Organic/Direct,New
CUST-01128,2025-08-21,Northeast,Paid Search,VIP
CUST-01129,2025-07-23,South,Affiliate,New
CUST-01130,2025-08-25,Midwest,Organic/Direct,Returning
CUST-01131,2025-05-29,Midwest,Organic/Direct,Returning
CUST-01132,2025-09-02,Northeast,Affiliate,New
CUST-01133,2025-10-17,South,Display,New
CUST-01134,2025-10-06,Northeast,Paid Search,New
CUST-01135,2025-08-13,Northeast,Paid Search,New
CUST-01136,2025-01-22,Northeast,Paid Social,New
CUST-01137,2025-09-22,West,Paid Search,Returning
CUST-01138,2025-05-14,Midwest,Paid Social,Returning
CUST-01139,2025-09-29,Midwest,Paid Search,VIP
CUST-01140,2025-07-16,Midwest,Organic/Direct,VIP
CUST-01141,2025-11-18,West,Organic/Direct,Returning
CUST-01142,2025-05-04,South,Organic/Direct,New
CUST-01143,2025-12-06,West,Display,New
CUST-01144,2025-11-05,Midwest,Paid Search,Returning
CUST-01145,2025-05-01,Northeast,Paid Search,Returning
CUST-01146,2025-06-26,South,Affiliate,New
CUST-01147,2025-07-13,Midwest,Affiliate,Returning
CUST-01148,2025-10-08,West,Paid Social,New
CUST-01149,2025-09-09,West,Email,New
CUST-01150,2025-11-07,Midwest,Email,Returning
CUST-01151,2025-05-16,West,Paid Search,New
CUST-01152,2025-07-04,South,Paid Social,New
CUST-01153,2025-06-07,Midwest,Paid Social,Returning
CUST-01154,2025-11-28,Midwest,Affiliate,Returning
CUST-01155,2025-04-22,Northeast,Organic/Direct,New
CUST-01156,2025-08-03,West,Email,Returning
CUST-01157,2025-02-13,Northeast,Display,New
CUST-01158,2025-11-07,Midwest,Organic/Direct,Returning
CUST-01159,2025-05-21,South,Paid Search,New
CUST-01160,2025-05-05,Northeast,Affiliate,VIP
CUST-01161,2025-08-01,Northeast,Email,Returning
CUST-01162,2025-07-02,South,Affiliate,New
CUST-01163,2025-11-06,Northeast,Paid Search,New
CUST-01164,2025-07-13,Midwest,Organic/Direct,New
CUST-01165,2025-07-08,Midwest,Organic/Direct,Returning
CUST-01166,2025-02-08,Northeast,Paid Search,Returning
CUST-01167,2025-01-09,Northeast,Paid Search,Returning
CUST-01168,2025-05-26,South,Paid Search,Returning
CUST-01169,2025-12-31,West,Display,New
CUST-01170,2025-12-01,Northeast,Affiliate,Returning
CUST-01171,2025-08-18,West,Paid Search,New
CUST-01172,2025-08-19,South,Organic/Direct,Returning
CUST-01173,2025-05-23,South,Paid Social,New
CUST-01174,2025-03-06,South,Email,Returning
CUST-01175,2025-01-04,South,Paid Social,New
CUST-01176,2025-05-04,West,Email,New
CUST-01177,2025-04-26,Midwest,Email,New
CUST-01178,2025-03-11,South,Paid Social,VIP
CUST-01179,2025-04-05,Midwest,Paid Social,New
CUST-01180,2025-01-10,Northeast,Organic/Direct,New
CUST-01181,2025-08-10,South,Email,New
CUST-01182,2025-12-05,Northeast,Organic/Direct,New
CUST-01183,2025-09-10,Midwest,Email,Returning
CUST-01184,2025-06-13,Northeast,Display,VIP
CUST-01185,2025-06-03,Northeast,Paid Social,Returning
CUST-01186,2025-04-23,South,Display,Returning
CUST-01187,2025-02-21,South,Paid Social,New
CUST-01188,2025-08-07,Midwest,Paid Search,New
CUST-01189,2025-07-26,Northeast,Paid Search,Returning
CUST-01190,2025-01-03,Midwest,Paid Search,Returning
CUST-01191,2025-06-01,Midwest,Organic/Direct,New
CUST-01192,2025-04-12,South,Organic/Direct,Returning
CUST-01193,2025-03-04,South,Display,New
CUST-01194,2025-09-14,Midwest,Paid Search,New
CUST-01195,2025-07-11,Midwest,Organic/Direct,New
CUST-01196,2025-08-20,West,Display,Returning
CUST-01197,2025-09-18,South,Paid Social,Returning
CUST-01198,2025-12-25,Midwest,Email,New
CUST-01199,2025-10-21,Midwest,Affiliate,Returning
CUST-01200,2025-08-15,Northeast,Paid Search,Returning
CUST-01201,2025-11-17,West,Email,New
CUST-01202,2025-06-24,Midwest,Display,Returning
CUST-01203,2025-12-26,Northeast,Paid Search,New
CUST-01204,2025-10-05,West,Email,New
CUST-01205,2025-08-26,South,Email,New
CUST-01206,2025-11-26,Northeast,Display,New
CUST-01207,2025-07-08,Northeast,Organic/Direct,New
CUST-01208,2025-09-21,Northeast,Organic/Direct,New
CUST-01209,2025-04-14,South,Affiliate,New
CUST-01210,2025-12-18,Northeast,Affiliate,Returning
CUST-01211,2025-08-16,West,Affiliate,Returning
CUST-01212,2025-10-13,West,Email,New
CUST-01213,2025-06-18,South,Paid Search,New
CUST-01214,2025-11-13,South,Affiliate,New
CUST-01215,2025-01-28,Midwest,Display,Returning
CUST-01216,2025-02-11,Northeast,Email,Returning
CUST-01217,2025-07-05,South,Organic/Direct,New
CUST-01218,2025-09-25,Northeast,Affiliate,Returning
CUST-01219,2025-10-23,Northeast,Paid Social,Returning
CUST-01220,2025-06-10,Midwest,Paid Search,VIP
CUST-01221,2025-08-26,Northeast,Paid Search,New
CUST-01222,2025-07-21,Midwest,Paid Social,New
CUST-01223,2025-12-17,South,Email,Returning
CUST-01224,2025-08-27,West,Paid Search,New
CUST-01225,2025-06-02,South,Paid Search,New
CUST-01226,2025-12-20,West,Paid Search,New
CUST-01227,2025-02-09,Midwest,Display,New
CUST-01228,2025-12-26,West,Display,Returning
CUST-01229,2025-02-26,Midwest,Paid Social,Returning
CUST-01230,2025-04-16,Northeast,Paid Search,New
CUST-01231,2025-10-27,West,Paid Search,Returning
CUST-01232,2025-09-25,Midwest,Paid Search,New
CUST-01233,2025-12-21,Northeast,Paid Social,VIP
CUST-01234,2025-10-01,Northeast,Paid Search,New
CUST-01235,2025-08-21,Midwest,Paid Social,Returning
CUST-01236,2025-05-07,Midwest,Organic/Direct,VIP
CUST-01237,2025-01-02,South,Email,Returning
CUST-01238,2025-02-15,West,Organic/Direct,Returning
CUST-01239,2025-04-19,Midwest,Paid Search,New
CUST-01240,2025-01-15,South,Paid Social,Returning
CUST-01241,2025-07-05,Midwest,Organic/Direct,Returning
CUST-01242,2025-10-11,West,Paid Social,New
CUST-01243,2025-12-18,Northeast,Affiliate,VIP
CUST-01244,2025-06-28,Northeast,Organic/Direct,New
CUST-01245,2025-11-16,Midwest,Email,New
CUST-01246,2025-12-26,South,Paid Social,VIP
CUST-01247,2025-11-10,South,Email,New
CUST-01248,2025-06-19,South,Paid Search,New
CUST-01249,2025-04-29,South,Paid Search,New
CUST-01250,2025-12-23,Midwest,Paid Search,Returning
CUST-01251,2025-03-30,Northeast,Organic/Direct,Returning
CUST-01252,2025-05-31,Northeast,Affiliate,New
CUST-01253,2025-01-28,Northeast,Paid Social,Returning
CUST-01254,2025-10-17,Midwest,Paid Search,Returning
CUST-01255,2025-08-26,Midwest,Affiliate,Returning
CUST-01256,2025-01-31,Midwest,Organic/Direct,Returning
CUST-01257,2025-03-23,South,Paid Social,VIP
CUST-01258,2025-07-22,Midwest,Paid Social,New
CUST-01259,2025-07-17,South,Organic/Direct,New
CUST-01260,2025-10-20,South,Organic/Direct,Returning
CUST-01261,2025-04-08,Midwest,Organic/Direct,New
CUST-01262,2025-12-04,Midwest,Paid Social,New
CUST-01263,2025-06-12,South,Paid Search,New
CUST-01264,2025-10-28,South,Paid Social,New
CUST-01265,2025-03-29,Midwest,Paid Social,VIP
CUST-01266,2025-01-14,Midwest,Organic/Direct,New
CUST-01267,2025-01-21,South,Paid Search,Returning
CUST-01268,2025-05-17,South,Affiliate,Returning
CUST-01269,2025-12-14,Northeast,Organic/Direct,New
CUST-01270,2025-01-18,Midwest,Organic/Direct,New
CUST-01271,2025-05-15,West,Affiliate,New
CUST-01272,2025-02-09,Northeast,Organic/Direct,New
CUST-01273,2025-12-07,West,Paid Search,New
CUST-01274,2025-09-04,Northeast,Paid Social,Returning
CUST-01275,2025-10-06,Midwest,Paid Search,New
CUST-01276,2025-09-18,Midwest,Organic/Direct,New
CUST-01277,2025-08-28,Northeast,Organic/Direct,New
CUST-01278,2025-10-10,West,Paid Search,New
CUST-01279,2025-01-03,Midwest,Paid Search,New
CUST-01280,2025-11-12,West,Paid Social,VIP
CUST-01281,2025-09-28,Midwest,Paid Social,New
CUST-01282,2025-09-27,West,Organic/Direct,New
CUST-01283,2025-05-24,West,Paid Search,Returning
CUST-01284,2025-10-20,South,Display,Returning
CUST-01285,2025-05-20,Northeast,Email,Returning
CUST-01286,2025-01-18,South,Paid Social,New
CUST-01287,2025-11-28,South,Paid Search,Returning
CUST-01288,2025-03-27,West,Organic/Direct,New
CUST-01289,2025-02-07,Midwest,Affiliate,Returning
CUST-01290,2025-08-15,Northeast,Paid Social,New
CUST-01291,2025-03-27,Northeast,Paid Social,Returning
CUST-01292,2025-11-10,South,Organic/Direct,Returning
CUST-01293,2025-06-11,West,Organic/Direct,Returning
CUST-01294,2025-01-02,Northeast,Organic/Direct,New
CUST-01295,2025-12-14,South,Affiliate,Returning
CUST-01296,2025-07-07,West,Organic/Direct,Returning
CUST-01297,2025-04-06,Northeast,Paid Social,New
CUST-01298,2025-09-05,Northeast,Display,New
CUST-01299,2025-07-13,South,Paid Social,New
CUST-01300,2025-01-11,South,Affiliate,New
CUST-01301,2025-10-05,Northeast,Organic/Direct,Returning
CUST-01302,2025-05-27,West,Organic/Direct,New
CUST-01303,2025-09-13,South,Email,Returning
CUST-01304,2025-11-23,West,Affiliate,Returning
CUST-01305,2025-08-11,West,Organic/Direct,Returning
CUST-01306,2025-09-03,West,Organic/Direct,Returning
CUST-01307,2025-04-03,South,Display,Returning
CUST-01308,2025-03-28,Northeast,Paid Search,New
CUST-01309,2025-06-01,Midwest,Paid Social,New
CUST-01310,2025-11-08,Northeast,Organic/Direct,Returning
CUST-01311,2025-07-11,South,Display,VIP
CUST-01312,2025-05-08,Northeast,Display,New
CUST-01313,2025-10-12,South,Affiliate,VIP
CUST-01314,2025-11-08,Northeast,Paid Social,VIP
CUST-01315,2025-11-26,Midwest,Paid Social,New
CUST-01316,2025-04-20,Northeast,Organic/Direct,Returning
CUST-01317,2025-09-17,South,Paid Social,Returning
CUST-01318,2025-08-04,South,Affiliate,New
CUST-01319,2025-06-13,Northeast,Display,New
CUST-01320,2025-05-25,West,Organic/Direct,New
CUST-01321,2025-02-11,West,Paid Social,Returning
CUST-01322,2025-04-11,Midwest,Display,New
CUST-01323,2025-07-20,South,Paid Search,Returning
CUST-01324,2025-11-20,Midwest,Paid Search,Returning
CUST-01325,2025-11-13,Northeast,Paid Social,Returning
CUST-01326,2025-03-10,South,Paid Search,New
CUST-01327,2025-09-05,Northeast,Organic/Direct,New
CUST-01328,2025-01-31,West,Organic/Direct,New
CUST-01329,2025-09-04,West,Paid Search,New
CUST-01330,2025-05-05,West,Organic/Direct,New
CUST-01331,2025-06-14,South,Email,New
CUST-01332,2025-09-19,South,Display,New
CUST-01333,2025-06-05,West,Organic/Direct,Returning
CUST-01334,2025-10-22,Northeast,Affiliate,New
CUST-01335,2025-07-14,Northeast,Paid Search,New
CUST-01336,2025-12-31,South,Paid Search,Returning
CUST-01337,2025-08-21,Midwest,Email,New
CUST-01338,2025-04-19,Midwest,Organic/Direct,VIP
CUST-01339,2025-10-10,Northeast,Affiliate,Returning
CUST-01340,2025-05-29,South,Paid Social,New
CUST-01341,2025-07-14,Northeast,Paid Search,VIP
CUST-01342,2025-02-19,Northeast,Organic/Direct,Returning
CUST-01343,2025-02-13,Northeast,Paid Social,Returning
CUST-01344,2025-07-29,Midwest,Display,New
CUST-01345,2025-03-10,West,Affiliate,New
CUST-01346,2025-12-31,Midwest,Paid Social,New
CUST-01347,2025-11-09,South,Paid Search,Returning
CUST-01348,2025-09-13,South,Paid Social,New
CUST-01349,2025-09-26,Midwest,Paid Social,New
CUST-01350,2025-08-06,West,Display,New
CUST-01351,2025-01-23,South,Organic/Direct,New
CUST-01352,2025-05-24,South,Paid Search,New
CUST-01353,2025-06-30,Northeast,Email,New
CUST-01354,2025-12-01,Northeast,Paid Search,Returning
CUST-01355,2025-03-22,West,Paid Search,New
CUST-01356,2025-07-01,South,Display,New
CUST-01357,2025-05-06,West,Display,New
CUST-01358,2025-02-19,West,Display,New
CUST-01359,2025-02-07,Northeast,Paid Search,Returning
CUST-01360,2025-05-14,South,Email,New
CUST-01361,2025-01-31,Midwest,Paid Social,VIP
CUST-01362,2025-01-25,South,Organic/Direct,VIP
CUST-01363,2025-05-09,Northeast,Affiliate,Returning
CUST-01364,2025-03-15,Midwest,Organic/Direct,Returning
CUST-01365,2025-07-22,South,Paid Search,New
CUST-01366,2025-01-07,South,Email,Returning
CUST-01367,2025-04-21,South,Display,New
CUST-01368,2025-06-15,Midwest,Paid Social,Returning
CUST-01369,2025-12-18,Midwest,Affiliate,New
CUST-01370,2025-08-20,West,Email,New
CUST-01371,2025-11-18,Midwest,Organic/Direct,New
CUST-01372,2025-05-06,Midwest,Paid Search,Returning
CUST-01373,2025-06-14,South,Organic/Direct,Returning
CUST-01374,2025-06-03,Midwest,Paid Social,New
CUST-01375,2025-11-20,South,Email,New
CUST-01376,2025-12-17,Midwest,Email,New
CUST-01377,2025-12-18,West,Paid Social,Returning
CUST-01378,2025-10-02,West,Organic/Direct,New
CUST-01379,2025-07-03,West,Organic/Direct,New
CUST-01380,2025-07-17,South,Organic/Direct,Returning
CUST-01381,2025-12-24,Midwest,Organic/Direct,Returning
CUST-01382,2025-04-14,South,Affiliate,Returning
CUST-01383,2025-05-07,West,Email,Returning
CUST-01384,2025-11-24,South,Organic/Direct,VIP
CUST-01385,2025-05-22,South,Paid Search,New
CUST-01386,2025-03-27,South,Organic/Direct,New
CUST-01387,2025-07-24,South,Email,VIP
CUST-01388,2025-04-29,South,Affiliate,New
CUST-01389,2025-11-22,Northeast,Paid Social,Returning
CUST-01390,2025-11-28,Midwest,Paid Social,New
CUST-01391,2025-04-22,South,Paid Search,New
CUST-01392,2025-07-13,Northeast,Paid Social,New
CUST-01393,2025-12-26,West,Paid Social,Returning
CUST-01394,2025-09-28,South,Paid Search,Returning
CUST-01395,2025-03-20,Northeast,Paid Social,New
CUST-01396,2025-08-04,West,Affiliate,New
CUST-01397,2025-08-15,South,Paid Social,New
CUST-01398,2025-08-27,South,Organic/Direct,New
CUST-01399,2025-01-10,Midwest,Paid Search,New
CUST-01400,2025-04-20,West,Affiliate,VIP
CUST-01401,2025-11-08,Midwest,Paid Search,New
CUST-01402,2025-03-30,South,Email,New
CUST-01403,2025-04-20,Northeast,Email,New
CUST-01404,2025-04-28,South,Affiliate,New
CUST-01405,2025-03-06,South,Paid Social,New
CUST-01406,2025-02-26,South,Email,Returning
CUST-01407,2025-05-07,Midwest,Paid Search,Returning
CUST-01408,2025-11-16,West,Email,Returning
CUST-01409,2025-01-01,South,Paid Social,New
CUST-01410,2025-04-14,Midwest,Affiliate,Returning
CUST-01411,2025-01-23,West,Paid Social,Returning
CUST-01412,2025-07-24,South,Display,Returning
CUST-01413,2025-04-02,West,Paid Social,VIP
CUST-01414,2025-10-17,West,Paid Search,New
CUST-01415,2025-08-02,West,Paid Social,VIP
CUST-01416,2025-10-14,South,Paid Search,Returning
CUST-01417,2025-08-20,South,Email,Returning
CUST-01418,2025-06-10,Northeast,Organic/Direct,Returning
CUST-01419,2025-11-11,South,Display,VIP
CUST-01420,2025-06-23,South,Paid Social,New
CUST-01421,2025-12-13,South,Paid Search,Returning
CUST-01422,2025-12-30,West,Organic/Direct,Returning
CUST-01423,2025-08-03,Northeast,Paid Search,Returning
CUST-01424,2025-09-04,Midwest,Paid Social,Returning
CUST-01425,2025-04-04,Midwest,Organic/Direct,New
CUST-01426,2025-10-25,Midwest,Paid Social,New
CUST-01427,2025-09-03,Northeast,Paid Search,New
CUST-01428,2025-11-26,Northeast,Paid Social,Returning
CUST-01429,2025-04-08,West,Affiliate,Returning
CUST-01430,2025-10-15,Midwest,Paid Search,Returning
CUST-01431,2025-06-21,Northeast,Affiliate,Returning
CUST-01432,2025-03-09,Northeast,Paid Social,Returning
CUST-01433,2025-03-04,Midwest,Paid Social,New
CUST-01434,2025-07-25,Northeast,Paid Social,Returning
CUST-01435,2025-04-27,South,Organic/Direct,Returning
CUST-01436,2025-02-07,South,Paid Social,Returning
CUST-01437,2025-06-05,Northeast,Display,Returning
CUST-01438,2025-08-27,South,Email,VIP
CUST-01439,2025-04-27,Northeast,Paid Search,New
CUST-01440,2025-12-15,Midwest,Email,Returning
CUST-01441,2025-10-12,West,Email,New
CUST-01442,2025-07-07,South,Email,New
CUST-01443,2025-12-08,West,Organic/Direct,New
CUST-01444,2025-06-08,Northeast,Organic/Direct,New
CUST-01445,2025-02-20,Midwest,Display,New
CUST-01446,2025-01-14,Midwest,Affiliate,Returning
CUST-01447,2025-12-09,Midwest,Email,New
CUST-01448,2025-12-17,West,Affiliate,New
CUST-01449,2025-09-27,Northeast,Paid Social,New
CUST-01450,2025-02-07,West,Organic/Direct,New
CUST-01451,2025-04-18,West,Organic/Direct,Returning
CUST-01452,2025-01-15,South,Paid Social,New
CUST-01453,2025-01-19,Midwest,Organic/Direct,New
CUST-01454,2025-03-31,South,Organic/Direct,VIP
CUST-01455,2025-07-28,Midwest,Paid Social,Returning
CUST-01456,2025-01-24,South,Organic/Direct,Returning
CUST-01457,2025-12-26,Midwest,Paid Search,Returning
CUST-01458,2025-06-16,West,Paid Search,New
CUST-01459,2025-04-07,South,Paid Social,Returning
CUST-01460,2025-07-08,South,Affiliate,New
CUST-01461,2025-10-16,South,Paid Social,New
CUST-01462,2025-04-25,Midwest,Organic/Direct,New
CUST-01463,2025-01-18,West,Paid Social,Returning
CUST-01464,2025-01-19,Northeast,Paid Social,New
CUST-01465,2025-11-07,West,Affiliate,New
CUST-01466,2025-02-10,West,Paid Search,New
CUST-01467,2025-08-20,West,Display,Returning
CUST-01468,2025-05-21,Midwest,Paid Social,New
CUST-01469,2025-10-11,West,Organic/Direct,New
CUST-01470,2025-01-23,Midwest,Affiliate,New
CUST-01471,2025-11-24,South,Paid Search,Returning
CUST-01472,2025-09-12,Northeast,Paid Search,New
CUST-01473,2025-06-13,Midwest,Paid Search,VIP
CUST-01474,2025-03-17,Midwest,Organic/Direct,New
CUST-01475,2025-12-23,Midwest,Affiliate,New
CUST-01476,2025-04-21,Midwest,Paid Social,New
CUST-01477,2025-06-29,West,Paid Search,New
CUST-01478,2025-05-24,Northeast,Organic/Direct,New
CUST-01479,2025-03-26,South,Paid Search,New
CUST-01480,2025-06-02,Northeast,Display,Returning
CUST-01481,2025-02-25,South,Display,New
CUST-01482,2025-01-01,South,Paid Social,New
CUST-01483,2025-04-16,Midwest,Email,New
CUST-01484,2025-02-10,South,Paid Search,New
CUST-01485,2025-06-01,West,Paid Social,New
CUST-01486,2025-11-11,West,Organic/Direct,New
CUST-01487,2025-03-01,Midwest,Affiliate,New
CUST-01488,2025-01-01,Midwest,Organic/Direct,New
CUST-01489,2025-02-10,South,Email,VIP
CUST-01490,2025-07-05,Midwest,Paid Search,Returning
CUST-01491,2025-04-11,West,Display,VIP
CUST-01492,2025-06-28,Midwest,Email,New
CUST-01493,2025-01-11,West,Paid Search,Returning
CUST-01494,2025-05-02,Northeast,Paid Social,New
CUST-01495,2025-05-30,Northeast,Affiliate,New
CUST-01496,2025-06-07,West,Display,Returning
CUST-01497,2025-07-21,West,Paid Social,New
CUST-01498,2025-10-12,West,Organic/Direct,New
CUST-01499,2025-06-20,West,Paid Social,Returning
CUST-01500,2025-11-04,Midwest,Paid Social,Returning
CUST-01501,2025-07-13,Midwest,Paid Search,New
CUST-01502,2025-04-06,Northeast,Organic/Direct,New
CUST-01503,2025-03-25,Midwest,Paid Social,New
CUST-01504,2025-04-28,Northeast,Email,VIP
CUST-01505,2025-08-07,West,Paid Search,New
CUST-01506,2025-03-30,Northeast,Affiliate,New
CUST-01507,2025-11-30,Northeast,Display,New
CUST-01508,2025-06-25,Northeast,Paid Social,VIP
CUST-01509,2025-11-12,Northeast,Organic/Direct,Returning
CUST-01510,2025-09-07,Northeast,Paid Search,New
CUST-01511,2025-05-02,South,Paid Search,VIP
CUST-01512,2025-03-25,Midwest,Affiliate,New
CUST-01513,2025-09-29,South,Display,Returning
CUST-01514,2025-05-01,West,Paid Social,New
CUST-01515,2025-04-01,South,Email,New
CUST-01516,2025-12-06,South,Paid Social,New
CUST-01517,2025-06-26,Midwest,Email,VIP
CUST-01518,2025-01-18,Northeast,Affiliate,VIP
CUST-01519,2025-06-30,Midwest,Organic/Direct,Returning
CUST-01520,2025-06-18,West,Email,New
CUST-01521,2025-11-12,South,Affiliate,New
CUST-01522,2025-09-17,Midwest,Affiliate,New
CUST-01523,2025-03-11,Midwest,Paid Social,New
CUST-01524,2025-02-24,West,Paid Social,New
CUST-01525,2025-08-09,South,Organic/Direct,Returning
CUST-01526,2025-01-18,South,Paid Search,Returning
CUST-01527,2025-04-27,West,Display,VIP
CUST-01528,2025-02-20,South,Paid Search,New
CUST-01529,2025-01-08,South,Organic/Direct,New
CUST-01530,2025-12-02,Northeast,Paid Search,New
CUST-01531,2025-02-02,Northeast,Organic/Direct,New
CUST-01532,2025-01-04,West,Affiliate,Returning
CUST-01533,2025-12-07,South,Paid Search,Returning
CUST-01534,2025-03-10,Midwest,Affiliate,New
CUST-01535,2025-10-26,South,Affiliate,New
CUST-01536,2025-01-12,Northeast,Paid Social,Returning
CUST-01537,2025-02-26,West,Paid Social,New
CUST-01538,2025-02-10,Northeast,Display,New
CUST-01539,2025-09-15,West,Display,Returning
CUST-01540,2025-08-15,South,Paid Social,Returning
CUST-01541,2025-06-23,Midwest,Organic/Direct,New
CUST-01542,2025-03-30,Northeast,Paid Social,Returning
CUST-01543,2025-02-02,West,Paid Search,VIP
CUST-01544,2025-07-27,Northeast,Affiliate,New
CUST-01545,2025-03-26,Northeast,Paid Search,New
CUST-01546,2025-08-04,South,Paid Social,Returning
CUST-01547,2025-09-08,Midwest,Email,Returning
CUST-01548,2025-11-07,Midwest,Paid Social,New
CUST-01549,2025-06-30,Northeast,Paid Search,New
CUST-01550,2025-01-02,West,Display,Returning
CUST-01551,2025-04-13,Midwest,Email,New
CUST-01552,2025-11-08,Northeast,Organic/Direct,New
CUST-01553,2025-07-14,Midwest,Affiliate,New
CUST-01554,2025-08-14,Northeast,Email,New
CUST-01555,2025-06-17,Midwest,Paid Social,VIP
CUST-01556,2025-03-01,Northeast,Display,Returning
CUST-01557,2025-11-24,Northeast,Paid Search,New
CUST-01558,2025-10-10,Midwest,Paid Social,VIP
