order_id,order_date,customer_id,channel,campaign_id,order_amount,discount_pct,discount_amount,payment_method,refund_flag,refund_amount,refund_date,chargeback_flag
ORD-001110,2025-01-25,CUST-02841,Organic/Direct,,139.29,0.0,0.0,Credit Card,False,0.0,,False
ORD-001111,2025-01-25,CUST-03707,Organic/Direct,,144.33,0.0,0.0,Credit Card,False,0.0,,False
ORD-001112,2025-01-25,CUST-02890,Organic/Direct,,136.97,0.0,0.0,Buy Now Pay Later,False,0.0,,True
ORD-001113,2025-01-25,CUST-03551,Organic/Direct,,28.98,0.0,0.0,Credit Card,False,0.0,,False
ORD-001091,2025-01-25,CUST-03979,Affiliate,CMP-0006,78.33,0.0,0.0,Credit Card,False,0.0,,False
ORD-001102,2025-01-25,CUST-00908,Organic/Direct,,140.74,0.0,0.0,Credit Card,False,0.0,,False
ORD-001090,2025-01-25,CUST-01937,Affiliate,CMP-0006,51.38,0.1,5.14,Debit Card,False,0.0,,False
ORD-001106,2025-01-25,CUST-03216,Organic/Direct,,206.32,0.0,0.0,Debit Card,False,0.0,,False
ORD-001088,2025-01-25,CUST-03693,Email,CMP-0005,103.54,0.0,0.0,Credit Card,False,0.0,,False
ORD-001066,2025-01-25,CUST-03518,Paid Search,CMP-0002,101.63,0.1,10.16,Buy Now Pay Later,False,0.0,,False
ORD-001067,2025-01-25,CUST-03308,Paid Search,CMP-0002,55.48,0.0,0.0,PayPal,False,0.0,,False
ORD-001068,2025-01-25,CUST-00300,Paid Search,CMP-0001,41.18,0.05,2.06,Credit Card,False,0.0,,False
ORD-001070,2025-01-25,CUST-02428,Paid Search,CMP-0002,109.61,0.0,0.0,Credit Card,False,0.0,,False
ORD-001071,2025-01-25,CUST-04002,Paid Search,CMP-0001,38.97,0.0,0.0,Debit Card,False,0.0,,False
ORD-001072,2025-01-25,CUST-03695,Paid Social,CMP-0003,92.02,0.0,0.0,Credit Card,False,0.0,,False
ORD-001073,2025-01-25,CUST-00321,Paid Social,CMP-0004,142.88,0.1,14.29,Debit Card,False,0.0,,False
ORD-001065,2025-01-25,CUST-01984,Paid Search,CMP-0002,47.47,0.0,0.0,Credit Card,False,0.0,,False
ORD-001074,2025-01-25,CUST-00287,Paid Social,CMP-0004,44.7,0.15,6.71,Buy Now Pay Later,False,0.0,,False
ORD-001075,2025-01-25,CUST-00077,Paid Social,CMP-0003,85.1,0.0,0.0,Debit Card,False,0.0,,False
ORD-001076,2025-01-25,CUST-02835,Paid Social,CMP-0004,127.62,0.0,0.0,Debit Card,False,0.0,,False
ORD-001069,2025-01-25,CUST-01221,Paid Search,CMP-0001,97.66,0.0,0.0,PayPal,False,0.0,,False
ORD-001078,2025-01-25,CUST-03846,Paid Social,CMP-0004,42.37,0.15,6.36,Buy Now Pay Later,False,0.0,,False
ORD-001077,2025-01-25,CUST-00342,Paid Social,CMP-0004,217.51,0.0,0.0,Credit Card,False,0.0,,False
ORD-001087,2025-01-25,CUST-02468,Email,CMP-0005,21.93,0.15,3.29,Credit Card,False,0.0,,False
ORD-001086,2025-01-25,CUST-03399,Email,CMP-0005,117.0,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001085,2025-01-25,CUST-03959,Email,CMP-0005,101.0,0.0,0.0,Credit Card,False,0.0,,False
ORD-001084,2025-01-25,CUST-02290,Email,CMP-0005,98.04,0.0,0.0,PayPal,False,0.0,,False
ORD-001089,2025-01-25,CUST-00222,Email,CMP-0005,173.88,0.0,0.0,Credit Card,False,0.0,,False
ORD-001082,2025-01-25,CUST-00711,Paid Social,CMP-0004,89.07,0.0,0.0,Debit Card,False,0.0,,False
ORD-001081,2025-01-25,CUST-01288,Paid Social,CMP-0003,91.18,0.0,0.0,Credit Card,True,91.18,2025-02-12,False
ORD-001080,2025-01-25,CUST-02189,Paid Social,CMP-0004,120.36,0.0,0.0,Credit Card,False,0.0,,False
ORD-001079,2025-01-25,CUST-03237,Paid Social,CMP-0003,71.17,0.0,0.0,PayPal,False,0.0,,False
ORD-001083,2025-01-25,CUST-01759,Email,CMP-0005,53.19,0.0,0.0,Credit Card,True,53.19,2025-02-04,False
ORD-001132,2025-01-26,CUST-01601,Email,CMP-0005,74.11,0.25,18.53,PayPal,False,0.0,,False
ORD-001133,2025-01-26,CUST-03006,Affiliate,CMP-0006,48.24,0.05,2.41,Credit Card,False,0.0,,False
ORD-001134,2025-01-26,CUST-01511,Affiliate,CMP-0006,76.51,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001135,2025-01-26,CUST-02740,Affiliate,CMP-0006,59.23,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001136,2025-01-26,CUST-00962,Affiliate,CMP-0006,40.06,0.05,2.0,Credit Card,False,0.0,,False
ORD-001137,2025-01-26,CUST-00888,Affiliate,CMP-0006,50.91,0.15,7.64,PayPal,False,0.0,,False
ORD-001138,2025-01-26,CUST-01920,Display,CMP-0007,69.38,0.0,0.0,Credit Card,False,0.0,,False
ORD-001141,2025-01-26,CUST-02095,Organic/Direct,,103.59,0.0,0.0,Credit Card,False,0.0,,False
ORD-001140,2025-01-26,CUST-03034,Display,CMP-0007,140.39,0.15,21.06,Debit Card,False,0.0,,False
ORD-001142,2025-01-26,CUST-00333,Organic/Direct,,188.13,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001143,2025-01-26,CUST-04000,Organic/Direct,,44.98,0.0,0.0,Credit Card,False,0.0,,False
ORD-001144,2025-01-26,CUST-02654,Organic/Direct,,150.65,0.0,0.0,Credit Card,False,0.0,,False
ORD-001146,2025-01-26,CUST-00349,Organic/Direct,,49.48,0.0,0.0,Credit Card,False,0.0,,False
ORD-001147,2025-01-26,CUST-01381,Organic/Direct,,123.48,0.1,12.35,Debit Card,False,0.0,,False
ORD-001139,2025-01-26,CUST-00535,Display,CMP-0007,129.4,0.05,6.47,Credit Card,False,0.0,,False
ORD-001145,2025-01-26,CUST-02794,Organic/Direct,,79.4,0.15,11.91,Credit Card,False,0.0,,False
ORD-001131,2025-01-26,CUST-04000,Email,CMP-0005,130.54,0.0,0.0,PayPal,False,0.0,,False
ORD-001129,2025-01-26,CUST-01663,Paid Social,CMP-0004,111.07,0.0,0.0,Credit Card,False,0.0,,False
ORD-001130,2025-01-26,CUST-03337,Email,CMP-0005,77.74,0.0,0.0,PayPal,False,0.0,,False
ORD-001114,2025-01-26,CUST-00126,Paid Search,CMP-0001,89.33,0.0,0.0,Credit Card,False,0.0,,False
ORD-001115,2025-01-26,CUST-00134,Paid Search,CMP-0001,61.74,0.15,9.26,PayPal,True,52.48,2025-02-06,False
ORD-001117,2025-01-26,CUST-01463,Paid Search,CMP-0001,140.35,0.0,0.0,Credit Card,False,0.0,,False
ORD-001118,2025-01-26,CUST-00743,Paid Search,CMP-0001,65.86,0.0,0.0,Credit Card,False,0.0,,False
ORD-001119,2025-01-26,CUST-02812,Paid Search,CMP-0001,133.84,0.0,0.0,Credit Card,False,0.0,,False
ORD-001120,2025-01-26,CUST-02598,Paid Search,CMP-0001,87.43,0.1,8.74,PayPal,False,0.0,,False
ORD-001116,2025-01-26,CUST-02767,Paid Search,CMP-0002,193.18,0.0,0.0,Credit Card,False,0.0,,False
ORD-001122,2025-01-26,CUST-02768,Paid Social,CMP-0004,90.42,0.05,4.52,Debit Card,False,0.0,,False
ORD-001123,2025-01-26,CUST-02801,Paid Social,CMP-0004,151.9,0.1,15.19,Buy Now Pay Later,False,0.0,,False
ORD-001124,2025-01-26,CUST-01363,Paid Social,CMP-0004,62.93,0.0,0.0,PayPal,False,0.0,,False
ORD-001125,2025-01-26,CUST-03924,Paid Social,CMP-0004,43.89,0.0,0.0,Credit Card,False,0.0,,False
ORD-001126,2025-01-26,CUST-00842,Paid Social,CMP-0004,172.65,0.0,0.0,Credit Card,False,0.0,,False
ORD-001127,2025-01-26,CUST-04182,Paid Social,CMP-0004,75.64,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001121,2025-01-26,CUST-00299,Paid Search,CMP-0002,150.64,0.0,0.0,PayPal,False,0.0,,False
ORD-001128,2025-01-26,CUST-02640,Paid Social,CMP-0004,44.9,0.0,0.0,Credit Card,False,0.0,,False
ORD-001181,2025-01-27,CUST-00816,Organic/Direct,,133.44,0.2,26.69,PayPal,False,0.0,,False
ORD-001180,2025-01-27,CUST-01694,Organic/Direct,,123.2,0.0,0.0,PayPal,False,0.0,,False
ORD-001179,2025-01-27,CUST-00189,Organic/Direct,,77.67,0.0,0.0,Debit Card,False,0.0,,False
ORD-001178,2025-01-27,CUST-02329,Organic/Direct,,288.19,0.05,14.41,Debit Card,False,0.0,,False
ORD-001175,2025-01-27,CUST-02189,Organic/Direct,,134.11,0.0,0.0,Credit Card,False,0.0,,False
ORD-001176,2025-01-27,CUST-01481,Organic/Direct,,54.67,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001174,2025-01-27,CUST-01572,Organic/Direct,,163.15,0.0,0.0,Credit Card,False,0.0,,False
ORD-001182,2025-01-27,CUST-04051,Organic/Direct,,86.37,0.05,4.32,Credit Card,False,0.0,,False
ORD-001177,2025-01-27,CUST-03610,Organic/Direct,,46.14,0.0,0.0,Credit Card,False,0.0,,False
ORD-001183,2025-01-27,CUST-01976,Organic/Direct,,137.65,0.1,13.77,PayPal,False,0.0,,False
ORD-001191,2025-01-27,CUST-04074,Organic/Direct,,139.4,0.0,0.0,Debit Card,False,0.0,,False
ORD-001185,2025-01-27,CUST-02970,Organic/Direct,,65.62,0.1,6.56,Debit Card,False,0.0,,False
ORD-001186,2025-01-27,CUST-01361,Organic/Direct,,79.74,0.0,0.0,Credit Card,False,0.0,,False
ORD-001187,2025-01-27,CUST-02414,Organic/Direct,,127.41,0.15,19.11,Credit Card,False,0.0,,False
ORD-001188,2025-01-27,CUST-02101,Organic/Direct,,76.5,0.0,0.0,Debit Card,False,0.0,,False
ORD-001189,2025-01-27,CUST-00725,Organic/Direct,,88.43,0.0,0.0,Debit Card,False,0.0,,False
ORD-001190,2025-01-27,CUST-01131,Organic/Direct,,92.88,0.05,4.64,Credit Card,False,0.0,,False
ORD-001192,2025-01-27,CUST-01415,Organic/Direct,,117.28,0.05,5.86,Credit Card,False,0.0,,False
ORD-001193,2025-01-27,CUST-00527,Organic/Direct,,98.72,0.2,19.74,Credit Card,False,0.0,,False
ORD-001173,2025-01-27,CUST-03360,Organic/Direct,,66.21,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001184,2025-01-27,CUST-01928,Organic/Direct,,78.24,0.0,0.0,Credit Card,False,0.0,,False
ORD-001172,2025-01-27,CUST-03757,Display,CMP-0007,62.5,0.05,3.12,Buy Now Pay Later,False,0.0,,False
ORD-001160,2025-01-27,CUST-00089,Email,CMP-0005,104.61,0.0,0.0,Credit Card,False,0.0,,False
ORD-001170,2025-01-27,CUST-02851,Display,CMP-0007,142.8,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001171,2025-01-27,CUST-04133,Display,CMP-0007,163.8,0.05,8.19,Credit Card,False,0.0,,False
ORD-001149,2025-01-27,CUST-01923,Paid Search,CMP-0002,57.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-001150,2025-01-27,CUST-03785,Paid Search,CMP-0002,131.6,0.0,0.0,Credit Card,False,0.0,,False
ORD-001151,2025-01-27,CUST-03251,Paid Search,CMP-0001,49.43,0.0,0.0,PayPal,False,0.0,,False
ORD-001152,2025-01-27,CUST-01727,Paid Search,CMP-0002,63.26,0.1,6.33,Credit Card,False,0.0,,False
ORD-001154,2025-01-27,CUST-01028,Paid Social,CMP-0003,67.96,0.0,0.0,Credit Card,False,0.0,,False
ORD-001155,2025-01-27,CUST-03027,Paid Social,CMP-0004,69.71,0.0,0.0,Credit Card,False,0.0,,False
ORD-001156,2025-01-27,CUST-00728,Paid Social,CMP-0004,109.54,0.15,16.43,Debit Card,False,0.0,,False
ORD-001157,2025-01-27,CUST-00308,Paid Social,CMP-0004,93.33,0.0,0.0,Debit Card,False,0.0,,False
ORD-001158,2025-01-27,CUST-01013,Paid Social,CMP-0004,119.9,0.0,0.0,Credit Card,False,0.0,,False
ORD-001153,2025-01-27,CUST-03649,Paid Social,CMP-0003,89.68,0.05,4.48,Credit Card,False,0.0,,False
ORD-001148,2025-01-27,CUST-03708,Paid Search,CMP-0002,39.19,0.0,0.0,Credit Card,False,0.0,,False
ORD-001161,2025-01-27,CUST-04115,Email,CMP-0005,68.12,0.15,10.22,Credit Card,False,0.0,,False
ORD-001162,2025-01-27,CUST-01250,Email,CMP-0005,76.59,0.0,0.0,Credit Card,False,0.0,,False
ORD-001163,2025-01-27,CUST-00970,Affiliate,CMP-0006,106.64,0.1,10.66,Debit Card,False,0.0,,False
ORD-001164,2025-01-27,CUST-02457,Affiliate,CMP-0006,56.13,0.0,0.0,Credit Card,False,0.0,,False
ORD-001165,2025-01-27,CUST-03909,Affiliate,CMP-0006,129.61,0.1,12.96,Buy Now Pay Later,True,116.65,2025-01-29,False
ORD-001166,2025-01-27,CUST-02984,Affiliate,CMP-0006,144.75,0.0,0.0,Credit Card,False,0.0,,False
ORD-001167,2025-01-27,CUST-04098,Display,CMP-0007,204.75,0.0,0.0,Debit Card,False,0.0,,False
ORD-001168,2025-01-27,CUST-01317,Display,CMP-0007,54.53,0.0,0.0,Debit Card,False,0.0,,False
ORD-001159,2025-01-27,CUST-03174,Paid Social,CMP-0004,85.74,0.1,8.57,Buy Now Pay Later,False,0.0,,False
ORD-001169,2025-01-27,CUST-02243,Display,CMP-0007,65.07,0.15,9.76,PayPal,False,0.0,,False
ORD-001237,2025-01-28,CUST-00636,Organic/Direct,,112.21,0.1,11.22,Debit Card,False,0.0,,False
ORD-001236,2025-01-28,CUST-02881,Organic/Direct,,157.1,0.2,31.42,Debit Card,False,0.0,,False
ORD-001235,2025-01-28,CUST-03114,Organic/Direct,,123.55,0.0,0.0,Credit Card,False,0.0,,False
ORD-001234,2025-01-28,CUST-01854,Organic/Direct,,138.79,0.0,0.0,Credit Card,False,0.0,,False
ORD-001233,2025-01-28,CUST-00850,Display,CMP-0007,36.9,0.0,0.0,Credit Card,False,0.0,,False
ORD-001228,2025-01-28,CUST-03267,Affiliate,CMP-0006,461.49,0.0,0.0,Credit Card,False,0.0,,False
ORD-001231,2025-01-28,CUST-04091,Affiliate,CMP-0006,128.46,0.0,0.0,Debit Card,False,0.0,,False
ORD-001230,2025-01-28,CUST-00729,Affiliate,CMP-0006,47.69,0.05,2.38,PayPal,False,0.0,,False
ORD-001229,2025-01-28,CUST-01640,Affiliate,CMP-0006,53.68,0.0,0.0,Credit Card,False,0.0,,False
ORD-001227,2025-01-28,CUST-04038,Affiliate,CMP-0006,142.87,0.0,0.0,Credit Card,False,0.0,,False
ORD-001238,2025-01-28,CUST-01183,Organic/Direct,,158.71,0.0,0.0,Debit Card,False,0.0,,False
ORD-001232,2025-01-28,CUST-00437,Affiliate,CMP-0006,99.8,0.0,0.0,Credit Card,True,99.8,2025-02-08,False
ORD-001239,2025-01-28,CUST-02395,Organic/Direct,,88.75,0.0,0.0,Credit Card,False,0.0,,False
ORD-001251,2025-01-28,CUST-02750,Organic/Direct,,59.94,0.05,3.0,Credit Card,False,0.0,,False
ORD-001241,2025-01-28,CUST-02143,Organic/Direct,,37.86,0.0,0.0,Credit Card,False,0.0,,False
ORD-001242,2025-01-28,CUST-01603,Organic/Direct,,131.09,0.0,0.0,PayPal,False,0.0,,False
ORD-001243,2025-01-28,CUST-01248,Organic/Direct,,59.75,0.0,0.0,Debit Card,False,0.0,,False
ORD-001244,2025-01-28,CUST-03184,Organic/Direct,,93.5,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001245,2025-01-28,CUST-01488,Organic/Direct,,86.57,0.0,0.0,PayPal,False,0.0,,False
ORD-001246,2025-01-28,CUST-01236,Organic/Direct,,82.07,0.0,0.0,Debit Card,False,0.0,,False
ORD-001247,2025-01-28,CUST-03491,Organic/Direct,,85.02,0.05,4.25,Debit Card,False,0.0,,False
ORD-001248,2025-01-28,CUST-01023,Organic/Direct,,183.34,0.1,18.33,Credit Card,False,0.0,,False
ORD-001249,2025-01-28,CUST-02276,Organic/Direct,,133.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-001250,2025-01-28,CUST-00871,Organic/Direct,,77.8,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001252,2025-01-28,CUST-02574,Organic/Direct,,85.1,0.0,0.0,Credit Card,False,0.0,,False
ORD-001253,2025-01-28,CUST-00345,Organic/Direct,,132.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-001254,2025-01-28,CUST-01539,Organic/Direct,,120.85,0.0,0.0,PayPal,False,0.0,,False
ORD-001240,2025-01-28,CUST-00053,Organic/Direct,,91.74,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001225,2025-01-28,CUST-03976,Affiliate,CMP-0006,56.85,0.0,0.0,Credit Card,False,0.0,,False
ORD-001226,2025-01-28,CUST-03367,Affiliate,CMP-0006,54.52,0.0,0.0,PayPal,False,0.0,,False
ORD-001223,2025-01-28,CUST-01786,Email,CMP-0005,91.33,0.1,9.13,Credit Card,False,0.0,,False
ORD-001194,2025-01-28,CUST-02797,Paid Search,CMP-0001,183.58,0.0,0.0,Debit Card,False,0.0,,False
ORD-001195,2025-01-28,CUST-02457,Paid Search,CMP-0002,79.47,0.2,15.89,Debit Card,False,0.0,,False
ORD-001196,2025-01-28,CUST-01065,Paid Search,CMP-0001,100.9,0.0,0.0,PayPal,False,0.0,,False
ORD-001224,2025-01-28,CUST-02594,Affiliate,CMP-0006,73.91,0.0,0.0,Credit Card,False,0.0,,False
ORD-001198,2025-01-28,CUST-02106,Paid Search,CMP-0002,72.58,0.0,0.0,Debit Card,False,0.0,,False
ORD-001199,2025-01-28,CUST-01795,Paid Search,CMP-0001,82.24,0.05,4.11,Credit Card,False,0.0,,False
ORD-001200,2025-01-28,CUST-02744,Paid Search,CMP-0002,98.98,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001201,2025-01-28,CUST-01707,Paid Search,CMP-0001,58.08,0.0,0.0,Credit Card,False,0.0,,True
ORD-001202,2025-01-28,CUST-03015,Paid Search,CMP-0002,66.23,0.1,6.62,Debit Card,False,0.0,,False
ORD-001203,2025-01-28,CUST-03818,Paid Search,CMP-0001,104.05,0.1,10.41,Debit Card,False,0.0,,False
ORD-001204,2025-01-28,CUST-04116,Paid Search,CMP-0002,86.72,0.05,4.34,Credit Card,False,0.0,,False
ORD-001205,2025-01-28,CUST-03980,Paid Social,CMP-0004,72.54,0.1,7.25,Debit Card,False,0.0,,False
ORD-001206,2025-01-28,CUST-02626,Paid Social,CMP-0004,275.64,0.0,0.0,Credit Card,False,0.0,,False
ORD-001207,2025-01-28,CUST-03969,Paid Social,CMP-0004,62.4,0.0,0.0,Debit Card,False,0.0,,False
ORD-001197,2025-01-28,CUST-03882,Paid Search,CMP-0002,59.04,0.1,5.9,Credit Card,False,0.0,,False
ORD-001209,2025-01-28,CUST-02869,Paid Social,CMP-0003,126.55,0.05,6.33,Debit Card,False,0.0,,False
ORD-001208,2025-01-28,CUST-03231,Paid Social,CMP-0003,127.66,0.05,6.38,Credit Card,False,0.0,,False
ORD-001222,2025-01-28,CUST-03779,Email,CMP-0005,95.72,0.0,0.0,Credit Card,False,0.0,,False
ORD-001220,2025-01-28,CUST-00099,Email,CMP-0005,109.12,0.0,0.0,Credit Card,False,0.0,,False
ORD-001219,2025-01-28,CUST-01570,Email,CMP-0005,85.51,0.0,0.0,PayPal,False,0.0,,False
ORD-001218,2025-01-28,CUST-01036,Email,CMP-0005,89.11,0.0,0.0,Credit Card,False,0.0,,False
ORD-001217,2025-01-28,CUST-02570,Email,CMP-0005,73.31,0.0,0.0,Credit Card,False,0.0,,False
ORD-001221,2025-01-28,CUST-03146,Email,CMP-0005,90.58,0.0,0.0,Credit Card,False,0.0,,False
ORD-001215,2025-01-28,CUST-02101,Email,CMP-0005,102.59,0.0,0.0,Credit Card,False,0.0,,False
ORD-001214,2025-01-28,CUST-03599,Paid Social,CMP-0003,53.29,0.0,0.0,Credit Card,False,0.0,,False
ORD-001213,2025-01-28,CUST-03943,Paid Social,CMP-0004,113.73,0.1,11.37,PayPal,False,0.0,,False
ORD-001212,2025-01-28,CUST-02760,Paid Social,CMP-0003,45.27,0.0,0.0,Credit Card,False,0.0,,False
ORD-001211,2025-01-28,CUST-02812,Paid Social,CMP-0003,53.69,0.0,0.0,Debit Card,False,0.0,,False
ORD-001216,2025-01-28,CUST-03592,Email,CMP-0005,59.92,0.0,0.0,Debit Card,False,0.0,,False
ORD-001210,2025-01-28,CUST-00770,Paid Social,CMP-0003,99.02,0.0,0.0,Debit Card,False,0.0,,False
ORD-001290,2025-01-29,CUST-01743,Organic/Direct,,80.41,0.0,0.0,Credit Card,False,0.0,,False
ORD-001289,2025-01-29,CUST-01160,Organic/Direct,,57.74,0.2,11.55,Credit Card,False,0.0,,False
ORD-001288,2025-01-29,CUST-00235,Organic/Direct,,106.26,0.0,0.0,Credit Card,False,0.0,,False
ORD-001287,2025-01-29,CUST-03755,Display,CMP-0007,53.94,0.0,0.0,Credit Card,True,53.94,2025-02-15,False
ORD-001285,2025-01-29,CUST-00559,Display,CMP-0007,79.27,0.0,0.0,Credit Card,False,0.0,,False
ORD-001284,2025-01-29,CUST-03822,Display,CMP-0007,315.88,0.15,47.38,Credit Card,False,0.0,,False
ORD-001283,2025-01-29,CUST-00305,Affiliate,CMP-0006,100.82,0.0,0.0,Credit Card,False,0.0,,False
ORD-001291,2025-01-29,CUST-02324,Organic/Direct,,158.38,0.05,7.92,Debit Card,False,0.0,,False
ORD-001286,2025-01-29,CUST-01003,Display,CMP-0007,49.6,0.05,2.48,Credit Card,False,0.0,,False
ORD-001292,2025-01-29,CUST-01918,Organic/Direct,,86.54,0.05,4.33,Credit Card,False,0.0,,False
ORD-001301,2025-01-29,CUST-02361,Organic/Direct,,67.77,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001294,2025-01-29,CUST-03639,Organic/Direct,,113.65,0.15,17.05,Debit Card,False,0.0,,False
ORD-001295,2025-01-29,CUST-01514,Organic/Direct,,118.62,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001296,2025-01-29,CUST-02915,Organic/Direct,,55.91,0.0,0.0,Debit Card,False,0.0,,False
ORD-001297,2025-01-29,CUST-01066,Organic/Direct,,77.95,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001299,2025-01-29,CUST-02530,Organic/Direct,,107.23,0.0,0.0,Debit Card,False,0.0,,False
ORD-001300,2025-01-29,CUST-01559,Organic/Direct,,95.79,0.0,0.0,Credit Card,False,0.0,,False
ORD-001302,2025-01-29,CUST-03859,Organic/Direct,,145.84,0.0,0.0,PayPal,False,0.0,,False
ORD-001303,2025-01-29,CUST-03156,Organic/Direct,,224.8,0.0,0.0,Credit Card,False,0.0,,False
ORD-001304,2025-01-29,CUST-04151,Organic/Direct,,72.91,0.0,0.0,Credit Card,False,0.0,,False
ORD-001282,2025-01-29,CUST-03984,Affiliate,CMP-0006,50.98,0.1,5.1,Credit Card,False,0.0,,False
ORD-001293,2025-01-29,CUST-03134,Organic/Direct,,116.64,0.05,5.83,Credit Card,False,0.0,,False
ORD-001281,2025-01-29,CUST-01562,Affiliate,CMP-0006,118.78,0.0,0.0,Credit Card,False,0.0,,False
ORD-001298,2025-01-29,CUST-00131,Organic/Direct,,65.39,0.05,3.27,Debit Card,False,0.0,,False
ORD-001279,2025-01-29,CUST-03369,Affiliate,CMP-0006,25.14,0.15,3.77,Credit Card,False,0.0,,False
ORD-001255,2025-01-29,CUST-02540,Paid Search,CMP-0001,95.46,0.0,0.0,Credit Card,False,0.0,,False
ORD-001256,2025-01-29,CUST-02488,Paid Search,CMP-0002,125.07,0.0,0.0,Credit Card,False,0.0,,False
ORD-001258,2025-01-29,CUST-00683,Paid Search,CMP-0002,134.81,0.0,0.0,Credit Card,False,0.0,,False
ORD-001259,2025-01-29,CUST-01812,Paid Search,CMP-0001,179.46,0.0,0.0,Credit Card,False,0.0,,False
ORD-001260,2025-01-29,CUST-00977,Paid Search,CMP-0002,81.99,0.0,0.0,Credit Card,False,0.0,,False
ORD-001261,2025-01-29,CUST-01068,Paid Search,CMP-0001,72.39,0.0,0.0,Credit Card,False,0.0,,False
ORD-001262,2025-01-29,CUST-03202,Paid Search,CMP-0002,45.15,0.05,2.26,Credit Card,False,0.0,,False
ORD-001280,2025-01-29,CUST-00940,Affiliate,CMP-0006,39.18,0.0,0.0,Buy Now Pay Later,False,0.0,,False
ORD-001263,2025-01-29,CUST-01376,Paid Search,CMP-0002,52.62,0.05,2.63,Credit Card,False,0.0,,False
ORD-001264,2025-01-29,CUST-00782,Paid Social,CMP-0004,54.99,0.1,5.5,Buy Now Pay Later,False,0.0,,False
ORD-001265,2025-01-29,CUST-02048,Paid Social,CMP-0003,69.94,0.0,0.0,PayPal,False,0.0,,False
ORD-001266,2025-01-29,CUST-02196,Paid Social,CMP-0004,68.49,0.0,0.0,Credit Card,False,0.0,,False
ORD-001257,2025-01-29,CUST-02093,Paid Search,CMP-0002,90.79,0.1,9.08,Credit Card,False,0.0,,False
ORD-001268,2025-01-29,CUST-01633,Paid Social,CMP-0004,68.08,0.0,0.0,Debit Card,False,0.0,,False
ORD-001267,2025-01-29,CUST-00289,Paid Social,CMP-0003,79.24,0.15,11.89,Buy Now Pay Later,False,0.0,,False
ORD-001278,2025-01-29,CUST-02282,Affiliate,CMP-0006,116.25,0.0,0.0,Credit Card,False,0.0,,False
ORD-001276,2025-01-29,CUST-02791,Email,CMP-0005,70.24,0.2,14.05,PayPal,False,0.0,,False
ORD-001275,2025-01-29,CUST-03930,Email,CMP-0005,55.06,0.0,0.0,Credit Card,False,0.0,,False
ORD-001274,2025-01-29,CUST-00151,Email,CMP-0005,90.53,0.05,4.53,Credit Card,False,0.0,,False
ORD-001277,2025-01-29,CUST-02361,Affiliate,CMP-0006,76.92,0.15,11.54,Debit Card,False,0.0,,False
ORD-001272,2025-01-29,CUST-03182,Email,CMP-0005,101.27,0.0,0.0,Debit Card,False,0.0,,False
ORD-001271,2025-01-29,CUST-00609,Email,CMP-0005,44.25,0.0,0.0,Debit Card,False,0.0,,False
ORD-001270,2025-01-29,CUST-00253,Paid Social,CMP-0003,69.68,0.0,0.0,Credit Card,False,0.0,,False
ORD-001269,2025-01-29,CUST-00652,Paid Social,CMP-0003,50.21,0.2,10.04,Credit Card,False,0.0,,False
ORD-001273,2025-01-29,CUST-01428,Email,CMP-0005,109.11,0.1,10.91,Credit Card,False,0.0,,False
ORD-001332,2025-01-30,CUST-01163,Display,CMP-0007,47.12,0.05,2.36,Credit Card,False,0.0,,False
ORD-001340,2025-01-30,CUST-00315,Organic/Direct,,99.85,0.0,0.0,Credit Card,False,0.0,,False
ORD-001333,2025-01-30,CUST-02683,Organic/Direct,,48.74,0.0,0.0,Debit Card,False,0.0,,False
ORD-001334,2025-01-30,CUST-03813,Organic/Direct,,58.11,0.1,5.81,Credit Card,False,0.0,,False
ORD-001335,2025-01-30,CUST-01816,Organic/Direct,,120.38,0.0,0.0,Credit Card,False,0.0,,False
ORD-001336,2025-01-30,CUST-01171,Organic/Direct,,72.72,0.15,10.91,PayPal,False,0.0,,False
ORD-001337,2025-01-30,CUST-02380,Organic/Direct,,71.24,0.05,3.56,Debit Card,False,0.0,,False
ORD-001338,2025-01-30,CUST-02415,Organic/Direct,,203.43,0.0,0.0,PayPal,False,0.0,,False
ORD-001339,2025-01-30,CUST-01658,Organic/Direct,,66.04,0.0,0.0,Debit Card,False,0.0,,False
